label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41
O,0.0,0.0,0.0,0.3025747949004082,-0.15037189752826316,0.09805239623447778,0.4550889245969416,-0.3607815144062917,0.12481981150273244,0.6049257033223047,-0.4937906641346411,0.1058338239851566,0.6972249120392193,-0.6675787781721727,0.08794611478809082,0.1343738030732686,-0.7536234721379301,0.23233202172410397,0.35622120787257144,-0.915850560293482,0.19232669877287858,0.5457737411279963,-0.8645567123023612,0.1252517875368395,0.6594802118990142,-0.7656144504164238,0.08666090098403366,0.09996154774830943,-0.772327028870814,0.13970096781615543,0.38705077755372397,-0.9946168102602254,0.07566672893480474,0.5919310007976584,-0.901209840362917,-0.013285393988095993,0.6940513463056974,-0.7282823840998434,-0.05778953881359506,0.09975874474983698,-0.7605707298046616,0.03985394383721081,0.3666472397457734,-1.0,0.009330343453993459,0.5743820155907315,-0.8999356702864993,-0.027219404570183268,0.6791927637480605,-0.7425235218849032,-0.0411291462078225,0.13300212190166966,-0.7087372451220608,-0.058559438795071715,0.36370910620602276,-0.9038384985349491,-0.05755300852190511,0.5342998100980834,-0.8664041522407975,-0.05129857220631353,0.6400382313771378,-0.7697052730285566,-0.041915800026116036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,0.27538458382434394,-0.1840690264847615,0.0693434350186686,0.40069477076847426,-0.4060518500008218,0.0934002882591707,0.5169756009663976,-0.5781737080477594,0.07673985282358214,0.5703285351354458,-0.7758207200140024,0.05916621412813501,0.11349965971659966,-0.6771890395754453,0.21918083917637632,0.23960042223213673,-0.9113927938136922,0.17816536764843366,0.4055044453980404,-0.9247146520045889,0.11365922215301691,0.5261565946659063,-0.8691293915483272,0.07414003336033138,0.07171420177240086,-0.6928573116663641,0.14149270828297433,0.24659779581772326,-0.9930952401232338,0.07273312525340478,0.4360919222251187,-0.9574105302986589,-0.02358573737287288,0.5514279006475642,-0.8158514360943215,-0.0746236006192545,0.04750231504280565,-0.6996101946579405,0.05333144175331678,0.20697472401534653,-1.0,0.00404358827666173,0.40489525833406415,-0.9605805104047063,-0.057259197526004606,0.5286686815346859,-0.8328827612417387,-0.08508167678059382,0.04166873108062083,-0.6859895013003708,-0.034024418415098616,0.19700507419953622,-0.9075656402660413,-0.054925477522439224,0.35834271367044324,-0.916295681981799,-0.07597643407689254,0.48025930398878364,-0.8510021775018508,-0.08559740287626978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,0.3091526106999689,-0.08770714703986293,0.07695098894465693,0.4709650962559318,-0.3142952960658353,0.10275205741243347,0.6141366505820187,-0.44034182628232643,0.08839424473052548,0.7009407520803758,-0.5994564697991476,0.07926326750562249,0.1653351798532399,-0.7786494108570505,0.20264898346070132,0.4210034109647835,-0.9017485755790212,0.14817098444419907,0.6071819661961748,-0.8069539893344362,0.0788152308520865,0.6883968117991927,-0.656342604739903,0.04672969760864649,0.12857425842358866,-0.8092723333049521,0.12645650330876307,0.445302234416513,-0.9815432573931749,0.06715073151499179,0.6379332993916562,-0.8427084763256802,-0.006605276471366093,0.7158926979636732,-0.6570039461543674,-0.041346793233182404,0.1378743937848503,-0.8003506534352047,0.040186418495115055,0.4492520378038461,-1.0,0.0036190254418063473,0.6498735875252173,-0.8504162489118101,-0.03051389847004723,0.7258691183446656,-0.6657522106978837,-0.039840339898065104,0.18258288053630167,-0.7506457896392162,-0.04564445355982181,0.45621680043510215,-0.9133128409009952,-0.053596086018375025,0.6222929050889926,-0.8206263455760847,-0.047751371580245894,0.6987940858075715,-0.6846541337313661,-0.03619093718614827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,0.26664012085187433,0.004501294450556368,-0.04164917897375033,0.5258710858606591,-0.13800457573219926,-0.0595475663155017,0.7270615425034072,-0.24217610000930473,-0.09305301128630131,0.858409139422998,-0.43275014641248366,-0.1259176194208147,0.504232962786599,-0.5587806439959935,0.03977271030830853,0.6905603629934922,-0.7583582371389632,-0.05249745459046161,0.79222741279563,-0.6540101968768985,-0.14120757258250333,0.8230880171644691,-0.5043863538091876,-0.19142814059452284,0.42888567784874904,-0.6442551572771109,0.009217715273675818,0.6471411252141454,-0.900908304735007,-0.09714009182137735,0.7550071701066758,-0.7510161300033388,-0.2006099308497458,0.7562073419703015,-0.5441109341390125,-0.25839226748351757,0.33353475312392245,-0.7048615786276088,-0.03706745600669451,0.5439211452466571,-1.0,-0.13228049044646836,0.660495585732035,-0.848455006212268,-0.21066922106391853,0.6669589442975759,-0.6282187484606164,-0.24681471744328834,0.21539753041821974,-0.7336475044197414,-0.0888564976822554,0.39776235201392424,-0.8994470534145581,-0.16434099301073932,0.5278798104026754,-0.8198490172575162,-0.2202405437843993,0.5810319206581173,-0.6655572158092642,-0.25174250666951886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,0.26600379454311285,0.0006062000042339594,-0.059682140636410315,0.5163719773677703,-0.10164906998792177,-0.10403740284008321,0.7166858911311709,-0.19736859420531155,-0.1631868711920946,0.8236438599291784,-0.4151786301768021,-0.2220439674797704,0.49828596162087413,-0.5746641583317742,0.010214317643998523,0.7148126501553691,-0.7852890506947985,-0.10257342375069346,0.814709061188152,-0.6539748010754257,-0.20594887818613788,0.8304695461023829,-0.4843895631755382,-0.26291960965412603,0.41698893391761976,-0.6502228836353462,-0.01798531058468163,0.6604171422719083,-0.9067501900990574,-0.1461134654923842,0.7631400073121624,-0.7280450607716219,-0.26494942488184725,0.7571189164725625,-0.5169315466024478,-0.3290902272057188,0.3216639117322444,-0.7043474753300343,-0.061829846960400905,0.5457423532689886,-1.0,-0.16568381659061032,0.6688179757897622,-0.8282119588756663,-0.24560668486354964,0.6790389827511926,-0.6083764882510486,-0.2812713921796599,0.20365001633507326,-0.7301420150099583,-0.11301480043404995,0.3946824044083528,-0.8922051090158734,-0.19091885855544213,0.5317944607223021,-0.789908643742637,-0.24627403411313756,0.5935753670528152,-0.6286723161417416,-0.2767635484837109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,-0.29262772607578735,-0.10447467572383805,0.11910417350984186,-0.48213030430802367,-0.2598844713656212,0.1682224803684605,-0.6427199804515981,-0.3950290478230181,0.1600681966926664,-0.7159490715703761,-0.5448728374221915,0.13955753730206616,-0.3325700557412997,-0.6117722732233247,0.30180955239473234,-0.49757628169706,-0.8028502564055184,0.3191719007898821,-0.6268662137125222,-0.7726528178642319,0.2830311116760737,-0.7051990434153887,-0.6853068877692027,0.2525211408282334,-0.29003221057987166,-0.6981503407828695,0.20327185553482183,-0.5201356345608483,-0.9030861529869535,0.21074260421536042,-0.6516496114611745,-0.8225611369421948,0.13327803927801266,-0.7068951922432094,-0.6816571730863489,0.07510816781449012,-0.2345591598010179,-0.763755363983057,0.09683103978727146,-0.4786816170313222,-0.9876395224977862,0.08983430640297507,-0.6213983319822656,-0.8746885628308609,0.02797462080458164,-0.6730464460919205,-0.6990790173104986,-0.0163288795652164,-0.17407189294382655,-0.8095217538892511,-0.004812199218624124,-0.41930780625099656,-1.0,-0.01441681195135277,-0.571022648078906,-0.9349958289202615,-0.024944985177719984,-0.6462018006129903,-0.7916707750912707,-0.033568179316034806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,-0.30299168292817547,-0.18105415743274017,0.0399129756301232,-0.47841522171679945,-0.3533142356501099,0.019504972271545667,-0.6238998677814743,-0.48632690422485314,-0.038177723162795045,-0.6484149601980437,-0.6267206753415234,-0.09405948792519397,-0.2328491100925586,-0.819732231580427,0.15585937781932419,-0.4287086126303126,-0.9913015760276259,0.11289002231925697,-0.5583594611247436,-0.8870477937156972,0.04113372544457529,-0.6447431240833186,-0.7488307609215977,-0.008708778343217255,-0.18320636515504363,-0.8485558278749811,0.08641648220189216,-0.4814561702671784,-1.0,0.04479169260641938,-0.5992693123670951,-0.8605548864074605,-0.03700665133839579,-0.6379967860684236,-0.6956821843625459,-0.09437031459725925,-0.1475314004019212,-0.8408209348654057,0.0068481418615949285,-0.42956450501090376,-0.9749641257593649,-0.021521764990147126,-0.5732548927445322,-0.856942262086484,-0.06849806936428446,-0.6425945818530091,-0.6837549553751021,-0.10030157407511132,-0.13436636296420726,-0.789091256159172,-0.07597312216675399,-0.3831416128291656,-0.8722850247099979,-0.09256449586838561,-0.5221888090696678,-0.8247992808304708,-0.10526559304177671,-0.6095023791510199,-0.7168745082865848,-0.11167497013159176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,-0.3323899645221439,-0.07956093225111342,0.06711455398788417,-0.5334022275774807,-0.23897690938628174,0.06563769311216865,-0.6952728393636356,-0.3741154271500888,0.014384906873147113,-0.7673864294878823,-0.5501375413154097,-0.03562859465694545,-0.3601557494099383,-0.7590331871871675,0.21591559195460952,-0.557548292615181,-0.9161274486228058,0.17536612940317273,-0.668569020071316,-0.7963218734281711,0.11804838325397612,-0.7182990033296267,-0.6268854151319425,0.08254894860997507,-0.2949417478190689,-0.8201214344214068,0.12418987291367173,-0.5671564339633285,-0.9880250974265422,0.09556704492229885,-0.6972675938468089,-0.8282275500376095,0.0499939104273084,-0.7242863160147378,-0.642387728878049,0.0244537664957654,-0.2417567034325938,-0.8342888759866183,0.014869480868254199,-0.5243168915316213,-1.0,-0.020317782867963083,-0.6754993781638418,-0.8374771290005452,-0.03363080609773283,-0.7174424453317104,-0.6319593431558452,-0.03498051947998237,-0.20889037901028187,-0.7912193934710045,-0.0987454584821034,-0.47073017965680297,-0.8524358472016957,-0.13544937583506753,-0.6164401200123688,-0.7679240651632734,-0.1455486780036423,-0.6796402400968105,-0.6311565625856298,-0.14307095752069326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,-0.31410847811921366,-0.14497190304453578,-2.5495919264982322e-06,-0.48834911838140893,-0.3123176063501485,-0.03724029856005004,-0.6427288778207171,-0.4398028374376609,-0.09720531496741396,-0.7040497035464744,-0.5850016236663892,-0.15759932859814707,-0.17450300754628525,-0.8436002006464558,0.055387659590755235,-0.45217737963900845,-0.9682530209872322,0.000479016209376145,-0.6027885663778476,-0.8558176181781818,-0.06908758063928926,-0.6977098776981356,-0.7047179874278758,-0.1114387905328477,-0.13233660647272993,-0.8656190254990892,0.013160497036480692,-0.4974843923724239,-1.0,-0.02465842135170246,-0.6387767017851728,-0.844549937956589,-0.08197301743377396,-0.690341550590649,-0.6580921489816063,-0.12280506010017825,-0.12758119944859858,-0.8359557964890096,-0.036793689495905536,-0.47915819887010025,-0.973160310711682,-0.06899273795750852,-0.6311581042458339,-0.8329030886220772,-0.09806188131354092,-0.6927283939466277,-0.6538152396682129,-0.11532574437341013,-0.16501154846160299,-0.7562593145762231,-0.09097707418037662,-0.44267758716722905,-0.8869522276487806,-0.11340867051325619,-0.585250818822487,-0.8436066523009826,-0.114812401007754,-0.6758043600281292,-0.7382207573382193,-0.1089905388505788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O,0.0,0.0,0.0,-0.371577645420049,-0.0968739826333851,-0.023332910767751645,-0.5794906895944409,-0.24920445266343244,-0.07439895566497427,-0.7574387845504373,-0.35309226080876976,-0.14456093022847397,-0.8201566010748729,-0.4942733934280118,-0.2160992006418517,-0.2899177967775163,-0.9167603978203671,0.025131031382781253,-0.6194932113293946,-0.9746919213752395,-0.037266554406241596,-0.763939924001046,-0.7928344701154394,-0.11421836704500372,-0.8301257932123968,-0.6012123007295687,-0.16144387903058313,-0.25361415320407105,-0.9434914554546862,-0.006232583242414214,-0.6659181516883615,-1.0,-0.04834001669829853,-0.8040191651856478,-0.7912667248400233,-0.11105480509771733,-0.8287928761654685,-0.5797648782362266,-0.15921329230358164,-0.24929451462606272,-0.9018864979105624,-0.045586137654516405,-0.6431348100826703,-0.9722649182637655,-0.08827922925153515,-0.794969939318251,-0.7837408803923767,-0.12450167112487735,-0.833944420427921,-0.5698890836895785,-0.1472072092017409,-0.2815487055093905,-0.7949666036900054,-0.09029562694981824,-0.5950880872707089,-0.8668293786124854,-0.12373197490721292,-0.7363716236770899,-0.7728357109691468,-0.129808332524587,-0.8119216020622189,-0.6209458774303387,-0.12667250841093014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
